"id","fecha_hora_registro","nombre_del_que_registra","entidad","cargo","fecha_hora_evento","incertidumbre_fecha","latitud","longitud","incertidumbre_ubicacion","tipo_movimiento_masa","origen","municipio","corregimiento","vereda_barrio","sector","direccion","muertes","heridos","desaparecidos","otras_afectaciones","fuente","observaciones","validado"
469,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-12-06 16:30:00.000,Baja,"6.269816714",-75.550477262,Media,Deslizamiento,Lluvia,Medellín,Comuna 3 Manrique,Campo Valdés No.2,,Carrera 41 # 77 - 61,0,0,,,DAGRD,,true
470,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-12-21 00:00:00.000,Media,"6.289255412833296",-75.60036599340374,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,Monteclaro,,Calle 69 B # 95 C - 40,0,0,,,DAGRD,,true
471,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-12-21 10:55:00.000,Baja,"6.21822170399997",-75.565000026,Media,Otro,Lluvia,Medellín,Comuna 9 Buenos Aires,Asomadera No.2,,Calle 18 # 35 - 50,0,0,,,DAGRD,,true
472,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-12-27 03:00:00.000,Baja,"6.288160119",-75.599477593,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,Monteclaro,,Carrera 96 # 70 D - 30 Bloque 57,0,0,,,DAGRD,,true
473,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-11-30 22:00:00.000,Baja,"6.2857564",-75.5866162,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,El Diamante,,Calle 78 # 85 A - 125,0,0,,,DAGRD,,true
474,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-12-23 17:00:00.000,Baja,"6.29015920199998",-75.639826663,Media,Flujo,Lluvia,Medellín,Corregimiento 60 San Cristóbal,Travesías,,Carrera 143 # 70 B - 16,0,0,,,DAGRD,,true
475,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-03-23 23:00:00.000,Baja,"6.29514309899997",-75.540261148,Media,Caída de rocas,Lluvia,Medellín,Comuna 1 Popular,La Avanzada,,Carrera 28 B # 106 BB - 56 Interior 138,0,0,,,DAGRD,,true
476,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-12-29 10:00:00.000,Baja,"6.27135939599998",-75.539772709,Media,Deslizamiento,Lluvia,Medellín,Comuna 3 Manrique,La Cruz,,Carrera 25 # 79 C - 52 Interior 113,0,0,,,DAGRD,,true
477,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-12-11 00:00:00.000,Media,"6.272132179689635",-75.60497166391004,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 60 San Cristóbal,Área de Expansión San Cristóbal,,Calle 56 A # 92 - 120 Interior 9704,0,0,,,DAGRD,,true
478,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-12-29 12:00:00.000,Baja,"6.234675832828631",-75.62806525922507,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 70 Altavista,San Pablo,,Carrera 110 # 31 - 202 Interior 0130,0,0,,,DAGRD,,true
479,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-12-29 15:00:00.000,Baja,"6.27857927299999",-75.562515063,Media,Deslizamiento,Lluvia,Medellín,Comuna 4 Aranjuez,Aranjuez,,Carrera 51 B # 85 - 24,0,0,,,DAGRD,,true
480,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-01-30 20:00:00.000,Baja,"6.272640883850928",-75.63340741640197,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 60 San Cristóbal,La Loma,,Calle 55 A # 125 A - 317,0,0,,,DAGRD,,true
481,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-01-06 22:00:00.000,Baja,"6.3565095494926505",-75.71264209364689,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 50 San Sebastián de Palmitas,La Sucia,,,0,0,,,DAGRD,,true
482,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-01-04 22:20:00.000,Baja,"6.23432508100001",-75.663348401,Media,Deslizamiento,Antrópico,Medellín,Corregimiento 80 San Antonio de Prado,El Astillero,,Calle 24 B # 83 - 9 Finca VIA ASTILLEROS,0,0,,,DAGRD,,true
483,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-11-30 23:00:00.000,Baja,"6.27917931899998",-75.557473714,Media,Deslizamiento,Lluvia,Medellín,Comuna 4 Aranjuez,La piñuela,,Carrera 49 B # 86 - 10,0,0,,,DAGRD,,true
484,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-01-13 16:00:00.000,Baja,"6.28418237599999",-75.588550152,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,El Diamante,,Carrera 86 # 77 E - 46,0,0,,,DAGRD,,true
485,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-12-01 00:00:00.000,Media,"6.23773984600001",-75.562919052,Media,Deslizamiento,Lluvia,Medellín,Comuna 10 La Candelaria,Las Palmas,,Calle 39 # 38 - 89,0,0,,,DAGRD,,true
486,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-01-26 12:30:00.000,Baja,"6.24898717500002",-75.626258891,Media,Deslizamiento,Lluvia,Medellín,Comuna 13 San Javier,Las Independencias,,Calle 36 C # 113 - 71,0,0,,,DAGRD,,true
487,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-02-06 17:30:00.000,Baja,"6.228092119",-75.532949565,Media,Deslizamiento,Antrópico,Medellín,Comuna 9 Buenos Aires,Barrios de Jesús,,Calle 47 # 2 BB - 115 interior 103,0,0,,,DAGRD,,true
488,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-02-06 11:30:00.000,Baja,"6.27468716999999",-75.602530299,Media,Deslizamiento,Antrópico,Medellín,Comuna 13 San Javier,El Pesebre,,Calle 58 C # 90 - 48 Interior 104 dirección de referencia,0,0,,,DAGRD,,true
489,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-02-10 19:00:00.000,Baja,"6.285931291",-75.536423093,Media,Deslizamiento,Lluvia,Medellín,Comuna 1 Popular,Carpinelo,,Calle 96 # 22 A - 23 Interior 102,0,0,,,DAGRD,,true
490,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2020-10-01 10:00:00.000,Baja,"6.22663831800003",-75.564263766,Media,Otro,Lluvia,Medellín,Comuna 9 Buenos Aires,Asomadera No.1,,Calle 29 # 37 A - 38,0,0,,,DAGRD,,true
491,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-11-30 20:45:00.000,Baja,"6.28205926499999",-75.543499596,Media,Deslizamiento,Antrópico,Medellín,Comuna 3 Manrique,San José La Cima No.1,,Carrera 31 # 90 A - 48 Interior 116,0,0,,,DAGRD,,true
492,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-02-19 18:00:00.000,Baja,"6.266047793138785",-75.5346140391258,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 90 Santa Elena,Piedras Blancas - Matasano,,Carrera 23 B # 71 - 12 De referencia,0,0,,,DAGRD,,true
493,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-02-20 08:40:00.000,Baja,"6.2999933",-75.5414989,Media,Deslizamiento,Lluvia,Medellín,Comuna 1 Popular,Santo Domingo Savio No.2,,Carrera 28 F # 111 - 148 Interior 104,0,0,,,DAGRD,,true
494,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-02-21 08:30:00.000,Baja,"6.23196871",-75.52059102,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 90 Santa Elena,Media Luna,,Calle 52 # 16 Este - 41,0,0,,,DAGRD,,true
495,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-02-20 18:30:00.000,Baja,"6.234672829220484",-75.53341481181175,Media,Deslizamiento,Lluvia,Medellín,Comuna 8 Villa Hermosa,Villa Lilliam,,Calle 55 # 7 - 54 Interior 337,0,0,,,DAGRD,,true
496,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-20 15:00:00.000,Baja,"6.22432808799999",-75.626559313,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 70 Altavista,Altavista Sector Central,,Calle 18 D # 104 A - 03,0,0,,,DAGRD,,true
497,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-02-22 20:00:00.000,Baja,"6.23832088",-75.539424097,Media,Deslizamiento,Lluvia,Medellín,Comuna 8 Villa Hermosa,Villatina,,Carrera 16 # 56 A - 61,0,0,,,DAGRD,,true
498,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-02-22 06:30:00.000,Baja,"6.265768648814517",-75.53469775629904,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 90 Santa Elena,Piedras Blancas - Matasano,,Carrera 24 # 70 BB - 18,0,0,,,DAGRD,,true
499,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2019-10-01 00:00:00.000,Media,"6.28842081499999",-75.549009353,Media,Deslizamiento,Lluvia,Medellín,Comuna 1 Popular,Moscú No.2,,Carrera 40 # 97 - 58,0,0,,,DAGRD,,true
500,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-02-20 00:00:00.000,Media,"6.28791762700001",-75.542783747,Media,Deslizamiento,Lluvia,Medellín,Comuna 1 Popular,El Compromiso,,Calle 98 E # 31 - 33 Interior 175,0,0,,,DAGRD,,true
501,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-01 10:00:00.000,Baja,"6.289740096",-75.542485208,Media,Deslizamiento,Lluvia,Medellín,Comuna 1 Popular,Aldea Pablo VI,,Carrera 32 # 101 - 2 Interior 147,0,0,,,DAGRD,,true
502,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-01-23 16:00:00.000,Baja,"6.22716895100001",-75.541185339,Media,Deslizamiento,Lluvia,Medellín,Comuna 9 Buenos Aires,Bomboná No.2,,Carrera 8 # 44 AA - 14,0,0,,,DAGRD,,true
503,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-01 13:00:00.000,Baja,"6.261843634",-75.539493588,Media,Complejo,Lluvia,Medellín,Comuna 3 Manrique,Versalles No.2,,Carrera 23 D # 71 - 31,0,0,,,DAGRD,,true
504,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-02-28 16:00:00.000,Baja,"6.30001875006315",-75.6286403886033,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 60 San Cristóbal,La Ilusión,,"Carrera 121 # 69 - 526 (125), De referencia",0,0,,,DAGRD,,true
505,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-06-13 12:00:00.000,Baja,"6.25278198900003",-75.546325316,Media,Deslizamiento,Lluvia,Medellín,Comuna 8 Villa Hermosa,Los Mangos,,Carrera 22 B # 59 A - 54 Interior 152,0,0,,,DAGRD,,true
506,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-02 02:30:00.000,Baja,"6.23514672499999",-75.527941752,Media,Deslizamiento,Antrópico,Medellín,Comuna 8 Villa Hermosa,La Sierra,,Carrera 3 Este # 55 H - 15,0,0,,,DAGRD,,true
507,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-05 08:30:00.000,Baja,"6.27197106400001",-75.615801698,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,Olaya Herrera,,Carrera 107 # 55 - 142 Interior 145,0,0,,,DAGRD,,true
508,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-06 05:00:00.000,Baja,"6.179607992",-75.659681367,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 80 San Antonio de Prado,La Florida,,Calle 48 Sur # 83,0,0,,,DAGRD,,true
509,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-05 22:00:00.000,Baja,"6.272493712113015",-75.59833128647547,Media,Deslizamiento,Lluvia,Medellín,Comuna 13 San Javier,El Pesebre,,Carrera 85 # 58 - 76 Interior 101,0,0,,,DAGRD,,true
510,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-05 17:00:00.000,Baja,"6.297869924757099",-75.66241128075579,Media,Flujo,Lluvia,Medellín,Corregimiento 60 San Cristóbal,La Cuchilla,,Carrera 153 B # 81 A - 20,0,0,,,DAGRD,,true
511,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-06 12:30:00.000,Baja,"6.275571748",-75.611845605,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,Santa Margarita,,Carrera 103 # 60 C - 45,0,0,,,DAGRD,,true
512,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-06 12:15:00.000,Baja,"6.283495",-75.606913,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 60 San Cristóbal,Área de Expansión Pajarito,,Carrera 98 # 64 B - 35 Torre 2,0,0,,,DAGRD,,true
513,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-06 14:00:00.000,Baja,"6.26983982500002",-75.629186534,Media,Deslizamiento,Antrópico,Medellín,Corregimiento 60 San Cristóbal,La Loma,,Calle 53 # 122 - 98 Interior 201,0,0,,,DAGRD,,true
514,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-06 22:00:00.000,Baja,"6.27245868599999",-75.615053506,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,Olaya Herrera,,Calle 57 A # 105 - 53 Interior 102,0,0,,,DAGRD,,true
515,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-07 09:55:00.000,Baja,"6.268929055633836",-75.60004061584715,Media,Deslizamiento,Lluvia,Medellín,Comuna 12 La América,Calasanz Parte Alta,,Carrera 85 # 53 B - 80 Bloque 5,0,0,,,DAGRD,,true
516,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-02-05 15:50:00.000,Baja,"6.27498331100003",-75.54379974,Media,Caída de rocas,Lluvia,Medellín,Comuna 3 Manrique,Oriente,,Carrera 31 A # 84 - 158 DIRECCION DE REFERENCIA,0,0,,,DAGRD,,true
517,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-01-08 10:56:00.000,Baja,"6.2490532",-75.6368111,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 70 Altavista,El Corazón El Morro,,Calle 39 D # 115 - 148 Interior 111,0,0,,,DAGRD,,true
518,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-09 04:00:00.000,Baja,"6.237674",-75.5341,Media,Deslizamiento,Lluvia,Medellín,Comuna 8 Villa Hermosa,San Antonio,,Carrera 10 # 55 - 366 Interior 127 Dirección de referencia,0,0,,,DAGRD,,true
519,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-07 12:00:00.000,Baja,"6.180952418679804",-75.65750122427376,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 80 San Antonio de Prado,Área de Expansión San Antonio de Prado,,Calle 46 A Sur # 79 B - 50,0,0,,,DAGRD,,true
520,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-10 12:00:00.000,Baja,"6.222949712574424",-75.61395293371936,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 70 Altavista,Altavista Sector Central,,Calle 18 # 90 - 90,0,0,,,DAGRD,,true
521,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-06 20:00:00.000,Baja,"6.188142263923334",-75.65038765104018,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 80 San Antonio de Prado,La Verde,,Carrera 70 # 36 Sur - 20 Interior 239,0,0,,,DAGRD,,true
522,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-09 10:00:00.000,Baja,"6.273206518934527",-75.59906618955166,Media,Deslizamiento,Lluvia,Medellín,Comuna 13 San Javier,El Pesebre,,Carrera 85 D # 58 B - 92 Interior 9917,0,0,,,DAGRD,,true
523,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-09 15:40:00.000,Baja,"6.28889625900001",-75.605490835,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 60 San Cristóbal,Área de Expansión Pajarito,,Calle 68 # 98 - 6 Bloque 44,0,0,,,DAGRD,,true
524,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-09 14:00:00.000,Baja,"6.238664245638618",-75.541847604439,Media,Deslizamiento,Antrópico,Medellín,Comuna 8 Villa Hermosa,La Libertad,,Calle 56 A # 17 A - 111 Dirección de referencia,0,0,,,DAGRD,,true
525,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-04-06 12:00:00.000,Baja,"6.24646384300002",-75.620999859,Media,Deslizamiento,Lluvia,Medellín,Comuna 13 San Javier,Betania,,Carrera 106 C # 34 BB - 50,0,0,,,DAGRD,,true
526,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-14 16:30:00.000,Baja,"6.24937306800001",-75.62533587,Media,Deslizamiento,Antrópico,Medellín,Comuna 13 San Javier,Las Independencias,,Carrera 113 # 37 - 42,0,0,,,DAGRD,,true
527,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-10 12:00:00.000,Baja,"6.27035071333165",-75.63324129130095,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 60 San Cristóbal,La Loma,,Calle 55 # 127 - 29 Interior 150,0,0,,,DAGRD,,true
528,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-15 09:00:00.000,Baja,"6.204840433410381",-75.49815984912019,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 90 Santa Elena,El LLano SE,,Diagonal 37 Este # 7 A - 35,0,0,,,DAGRD,,true
529,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-01 06:00:00.000,Baja,"6.208920799",-75.560728283,Media,Deslizamiento,Lluvia,Medellín,Comuna 14 El Poblado,Las Lomas No.1,,Calle 10 # 30 - 210,0,0,,,DAGRD,,true
530,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-16 21:00:00.000,Baja,"6.28899057299998",-75.540376042,Media,Deslizamiento,Lluvia,Medellín,Comuna 1 Popular,Carpinelo,,Carrera 26 C # 100 - 61,0,0,,,DAGRD,,true
531,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-02-17 05:00:00.000,Baja,"6.29003846699999",-75.541261078,Media,Deslizamiento,Antrópico,Medellín,Comuna 1 Popular,Carpinelo,,Carrera 29 # 100 C - 84 Interior 171,0,0,,,DAGRD,,true
532,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-02-19 09:30:00.000,Baja,"6.2286167",-75.5283978,Media,Deslizamiento,Antrópico,Medellín,Comuna 9 Buenos Aires,Ocho de Marzo,,Calle 47 E # 1 B - 51 dirección de referencia,0,0,,,DAGRD,,true
533,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-17 19:00:00.000,Baja,"6.27300227900002",-75.599325961,Media,Deslizamiento,Lluvia,Medellín,Comuna 13 San Javier,El Pesebre,,Carrera 85 D # 58 B - 32 Interior 125,0,0,,,DAGRD,,true
534,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-19 03:30:00.000,Baja,"6.288291596828161",-75.54865451794909,Media,Deslizamiento,Lluvia,Medellín,Comuna 1 Popular,Moscú No.2,,Carrera 40 # 97 - 44 Interior 144,0,0,,,DAGRD,,true
535,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-11-17 00:00:00.000,Media,"6.30504602906095",-75.54982877809927,Media,Deslizamiento,Lluvia,Medellín,Comuna 2 Santa Cruz,Playón de Los Comuneros,,Calle 124 # 47 - 97 Interior 137,0,0,,,DAGRD,,true
536,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-27 03:00:00.000,Baja,"6.27620079000002",-75.595416575,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,Robledo,,Carrera 85 # 65 A - 47,0,0,,,DAGRD,,true
537,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-27 02:00:00.000,Baja,"6.272082336298792",-75.61396443555147,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,Olaya Herrera,,Calle 56 # 104 B - 31 Interior 164,0,0,,,DAGRD,,true
538,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-03-17 15:00:00.000,Baja,"6.19368205299997",-75.552364765,Media,Deslizamiento,Antrópico,Medellín,Corregimiento 90 Santa Elena,Las Palmas,,Carrera 17 # 2 Sur - 10,0,0,,,DAGRD,,true
539,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-27 00:00:00.000,Media,"6.278929252769004",-75.5476445061864,Media,Deslizamiento,Lluvia,Medellín,Comuna 3 Manrique,Las Granjas,,Calle 86 A # 39 - 04 Interior 302 Dirección de Referencia,0,0,,,DAGRD,,true
540,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-28 01:30:00.000,Baja,"6.273408863411726",-75.54599141544094,Media,Deslizamiento,Lluvia,Medellín,Comuna 3 Manrique,Santa Inés,,Calle 82 A # 32 - 29,0,0,,,DAGRD,,true
541,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-28 07:10:00.000,Baja,"6.27550693299997",-75.537237417,Media,Deslizamiento,Lluvia,Medellín,Comuna 3 Manrique,Oriente,,Calle 83 B # 23 - 265 Interior 183,0,0,,,DAGRD,,true
542,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-11-30 23:00:00.000,Baja,"6.271878575657561",-75.5420048042253,Media,Caída de rocas,Lluvia,Medellín,Comuna 3 Manrique,La Cruz,,Calle 79 C # 26 - 160 Interior 1163,0,0,,,DAGRD,,true
543,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-28 23:00:00.000,Baja,"6.196908081",-75.642884323,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 80 San Antonio de Prado,La Verde,,Calle 32 Sur # 61 - 25 (de referencia),0,0,,,DAGRD,,true
544,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-28 23:00:00.000,Baja,"6.18620389400002",-75.637104688,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 80 San Antonio de Prado,La Verde,,Calle 36 D Sur # 58 - 241,0,0,,,DAGRD,,true
545,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-29 06:15:00.000,Baja,"6.187778296365436",-75.64786362604563,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 80 San Antonio de Prado,San Antonio de Prado,,Calle 38 A Sur # 66 B - 88 Interior 145,0,0,,,DAGRD,,true
546,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-29 03:00:00.000,Baja,"6.19072628",-75.64010596,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 80 San Antonio de Prado,La Verde,,,0,0,,,DAGRD,,true
547,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-28 14:00:00.000,Baja,"6.28458415599999",-75.563452801,Media,Deslizamiento,Antrópico,Medellín,Comuna 4 Aranjuez,Palermo,,Carrera 53 # 91 - 126,0,0,,,DAGRD,,true
548,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-29 02:00:00.000,Baja,"6.272481445940094",-75.61446381084812,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,Olaya Herrera,,Carrera 105 # 57 - 6,0,0,,,DAGRD,,true
549,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-29 10:25:00.000,Baja,"6.190815000597754",-75.57465386011894,Media,Deslizamiento,Lluvia,Medellín,Comuna 14 El Poblado,El Castillo,,Calle 43 A # 12 A Sur - 190,0,0,,,DAGRD,,true
580,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-04-05 05:00:00.000,Baja,"6.27197106400001",-75.615801698,Media,Deslizamiento,Antrópico,Medellín,Comuna 7 Robledo,Olaya Herrera,,Carrera 107 # 55 - 142 Interior 155,0,0,,,DAGRD,,true
550,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-29 12:29:00.000,Baja,"6.183740084123485",-75.63963576087866,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 80 San Antonio de Prado,San Antonio de Prado,,Carrera 55 EE # 41 A Sur - 21,0,0,,,DAGRD,,true
551,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-04-02 20:00:00.000,Baja,"6.28079309899999",-75.60512878,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,Cucaracho,,Calle 64 # 94 B - 03,0,0,,,DAGRD,,true
552,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-29 17:30:00.000,Baja,"6.27198694600003",-75.612708379,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,Olaya Herrera,,Calle 56 # 103 DA - 38,0,0,,,DAGRD,,true
553,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-29 03:00:00.000,Baja,"6.25287545381219",-75.63012710565835,Media,Deslizamiento,Lluvia,Medellín,Comuna 13 San Javier,El Salado,,Calle 39 DA # 119 C - 15 Interior 115,0,0,,,DAGRD,,true
554,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-29 20:35:00.000,Baja,"6.272155887856726",-75.61502251181898,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,Olaya Herrera,,Calle 58 # 105 - 118 Dirección de Referencia,0,0,,,DAGRD,,true
555,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-29 16:00:00.000,Baja,"6.272197727379194",-75.61385196538161,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,Olaya Herrera,,Calle 56 # 104 B - 31 Interior 164 Dirección de Referencia,0,0,,,DAGRD,,true
556,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-03-29 17:00:00.000,Baja,"6.275314714085044",-75.60681532465722,Media,Deslizamiento,Lluvia,Medellín,Comuna 13 San Javier,Blanquizal,,Carrera 94 # 57 C - 65 Interior 102,0,0,,,DAGRD,,true
